"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-07-28","NE","A",317,,1,,1587,1587,117,17,,,236204,1995,,,301136,,,24899,24899,281,0,,,,,30501,18520,,0,332449,3029,,,,,261383,2278,332449,3029
"2020-07-28","NH","B",409,,0,,690,690,21,2,202,,149583,2410,,,,,,6500,,64,0,,,,,,5688,,0,225655,2964,26925,,26524,,156083,2474,225655,2964
"2020-07-28","NJ","A+",15679,13905,22,1774,21321,21321,718,0,,112,1804009,-20,,,,,50,182411,180295,526,0,,,,,,32313,,0,1986420,506,,,,,,0,1983841,0
"2020-07-28","NM","B",626,,7,,2614,2614,160,24,,,517062,7674,,,,,,19791,,289,0,,,,,,7657,,0,536853,7963,,,,,,0,536853,7963
"2020-07-28","NV","A+",759,,20,,,,1147,0,,319,405950,5102,,,,,191,44936,44936,1105,0,,,,,,,617087,8949,617087,8949,,,,,449720,6112,585736,10309
"2020-07-28","NY","A",25126,,9,,89995,89995,648,0,,152,5271668,56863,,,,,81,412878,,534,0,,,,,,72813,5684546,57397,5684546,57397,,,,,,0,,0
"2020-07-28","OH","B",3382,3118,38,264,10425,10425,1144,140,2488,363,1312236,53315,,,,,176,86497,81896,1320,0,,,,,95103,61056,,0,1451500,20047,,,,,,0,1451500,20047
"2020-07-28","OK","A+",509,,13,,2987,2987,596,115,,207,555351,19723,,,555351,,,33775,33775,1089,0,2071,,,,38785,26363,,0,589126,20812,57683,,,,,0,595277,22092
"2020-07-28","OR","A+",289,,0,,1514,1514,237,40,,58,365478,3761,,,572096,,27,17088,16240,330,0,,,,,30814,3684,,0,602910,6312,,,,,381718,15982,602910,6312
"2020-07-28","PA","A+",7146,,24,,,,716,0,,,1059776,17352,,,,,98,109384,106331,1120,0,,,,,,82038,,0,1169160,18472,,,,,1166107,18455,,0
"2020-07-28","PR","B",209,104,8,105,,,469,0,,66,305972,0,,,303412,,37,5585,5585,169,0,10255,,,,7002,,,0,311557,169,,,,,,0,310546,0
"2020-07-28","RI","A+",1005,,1,,2182,2182,68,8,,10,182235,4132,,,325253,,7,18725,,210,0,,,,,27247,1803,351472,4037,351472,4037,,,,,200960,4342,352500,6848
"2020-07-28","SC","A+",1565,1505,59,60,5117,5117,1575,290,,401,586221,9737,48268,,564492,,256,84109,83720,1692,0,3235,,,,105449,32859,,0,670330,11429,51503,,,,,0,669941,11386
"2020-07-28","SD","B",123,,0,,808,808,49,2,,,98999,616,,,,,,8492,,48,0,,,,,,7474,,0,107491,664,,,,,107491,664,,0
"2020-07-28","TN","A",978,943,0,35,4280,4280,1420,0,,,1337467,22504,,,1296839,,,99044,97966,2555,0,,,,,113557,57239,,0,1436511,25059,,,,,,0,1410396,0
"2020-07-28","TX","A",5877,,164,,,,9593,0,,3136,3820519,51611,,,,,,394265,394265,8342,0,11227,8721,,,603167,244449,,0,4214784,59953,237895,49956,,,,0,4214784,59953
"2020-07-28","UT","A+",286,,5,,2295,2295,233,42,592,90,476702,4539,,,576422,240,,38855,38855,446,0,,471,,444,43214,25905,,0,619636,6631,,1270,,1062,515475,5027,619636,6631
"2020-07-28","VA","A+",2095,1991,13,104,7686,7686,1294,39,,261,972416,19277,,,,,153,86994,83732,922,0,6687,675,,,101450,11550,1056148,20138,1056148,20138,108701,937,,,,0,,0
"2020-07-28","VI","C",7,7,0,,,,,0,,,8295,262,,,,,,375,,11,0,,,,,,292,,0,8670,273,,,,,8707,297,,0
"2020-07-28","VT","B",56,56,0,,,,18,0,,,88801,895,,,,,,1406,1406,3,0,,,,,,1194,,0,114994,1210,,,,,90207,898,114994,1210
"2020-07-28","WA","B",1518,1518,17,,5397,5397,478,23,,,993967,15194,,,,,49,56338,56217,337,0,,,,,,,1051622,16103,1051622,16103,,,,,933304,13957,,0
"2020-07-28","WI","A+",913,906,13,7,4493,4493,246,73,880,86,837567,13662,,,,,,54064,50179,783,0,,,,,,39513,1181765,12190,1181765,12190,,,,,887746,14424,,0
"2020-07-28","WV","B",111,,5,,,,94,0,,37,263671,3692,,,,,15,6173,6033,119,0,,,,,,4481,,0,269844,3811,13894,,,,,0,269704,3812
"2020-07-28","WY","B",26,,1,,162,162,15,4,,,48191,2368,,,76247,,,2589,2136,69,0,,,,,2406,1970,,0,78653,1156,,,,,50327,2582,78653,1156
"2020-07-27","AK","A",21,21,1,,138,138,38,3,,,204637,-94,,,,,3,2627,,94,0,,,,,,817,,0,207264,0,,,,,,0,207264,0
"2020-07-27","AL","B",1491,1446,18,45,9694,9694,1473,537,1081,,576844,6452,,,,577,,81115,79129,1821,0,,,,,,32510,,0,655973,8230,,,,,655973,8230,,0
"2020-07-27","AR","A",408,,7,,2624,2624,489,82,,,445444,6800,,,,369,110,39447,39447,824,0,,,,,,32365,,0,484891,7624,,,,,,0,484891,7624
"2020-07-27","AS","C",0,,0,,,,,0,,,1037,0,,,,,,0,0,0,0,,,,,,,,0,1037,0,,,,,,0,1037,0
"2020-07-27","AZ","A+",3304,2431,-1,152,7751,7751,2626,45,,820,714506,9417,,,,,567,163827,137710,1813,0,,,,,,21321,,0,1260447,7668,221349,,,,878333,11230,1260447,7668
"2020-07-27","CA","B",8445,,29,,,,8820,0,,2284,6836028,121548,,,,,,460550,460550,6891,0,,,,,,,,0,7296578,128439,,,,,,0,7296578,128439
"2020-07-27","CO","A",1799,1463,5,336,6271,6271,359,3,,,455865,2413,124853,,,,,44565,41400,229,0,9091,,,,,5212,638968,3393,638968,3393,133944,,,,497265,2639,,0
"2020-07-27","CT","B",4418,3536,5,882,10712,10712,59,0,,,696068,31772,,,,,,48983,46994,207,0,,,,,,8516,,0,745051,31979,,,,,,0,743062,31960
"2020-07-27","DC","A+",582,,1,,,,102,0,,20,162290,2472,,,,,8,11858,,78,0,,,,,,9639,174148,2550,174148,2550,,,,,121676,1417,,0
"2020-07-27","DE","A+",579,509,0,70,,,63,0,,18,158653,2950,,,,,,14406,13410,116,0,,,,,17882,8035,237580,2967,237580,2967,,,,,173059,3066,,0
"2020-07-27","FL","A",6049,6049,77,,24690,24690,9098,269,,,2998750,36102,,334221,3851809,,,426164,,8804,0,,,18780,,542920,,4180523,75332,4180523,75332,,,353026,,3436270,45137,4411284,70623
"2020-07-27","GA","A",3509,,11,,17138,17138,3181,47,3172,,1282120,21128,,,,,,170843,170843,2890,0,13456,,,,156870,,,0,1479028,23968,216240,,,,,0,1479028,23968
"2020-07-27","GU","B",5,,0,,,,4,0,,,20135,440,,,,,,346,338,9,0,2,,,,,291,,0,20481,449,145,,,,,0,20472,681
"2020-07-27","HI","D",26,,0,,163,163,26,2,,,112432,0,,,,,,1683,,63,0,,,,,1635,1179,141891,2541,141891,2541,,,,,114052,0,142900,2458
"2020-07-27","IA","A+",833,,6,,,,241,0,,78,412291,3892,,35747,,,32,42554,42554,354,0,,,2705,,,29873,,0,454845,4246,,,38491,,456519,4239,,0
"2020-07-27","ID","A",146,125,0,21,741,741,204,18,222,45,149817,1420,,,,,,18177,17086,350,0,,,,,,5731,,0,166903,1771,,,,,166903,1771,,0
"2020-07-27","IL","A",7608,7416,18,192,,,1417,0,,350,2369479,29336,,,,,124,173897,172655,1231,0,,,,,,,,0,2543376,30567,,,,,,0,2542134,30567
"2020-07-27","IN","A+",2906,2709,3,197,8444,8444,835,43,1767,291,644884,5945,,,,,66,62907,,535,0,,,,,66936,44124,,0,927753,3593,,,,,707791,6480,927753,3593
"2020-07-27","KS","A+",335,,9,,1644,1644,212,48,465,58,252764,-94,,,,171,24,26172,,1063,0,,,,,,1108,,0,278936,969,,,,,278397,430,,0
"2020-07-27","KY","B",709,705,9,4,3276,3276,609,10,1129,131,519849,5030,,,,,,27601,26209,522,0,,,,,,7466,,0,546058,5849,42699,,,,,0,546058,5849
"2020-07-27","LA","A",3786,3674,23,112,,,1600,0,,,1150105,24415,,,,,208,109917,109917,2343,0,,,,,,61456,,0,1260022,26758,,,,,,0,1260022,26758
"2020-07-27","MA","A+",8536,8317,7,219,11833,11833,350,5,,57,1015231,10109,,,,,28,115926,108562,289,0,,,,,144998,96452,,0,1510417,22023,,,92664,,1123793,10291,1510417,22023
"2020-07-27","MD","A",3447,3315,7,132,12339,12339,536,56,,145,770642,15818,,,,,,84876,84876,1128,0,,,,,99680,5434,,0,1115211,23395,,,,,855518,16946,1115211,23395
"2020-07-27","ME","A+",119,118,0,1,383,383,13,2,,8,153609,2105,8304,,152067,,3,3832,3422,18,0,405,,,,4766,3292,,0,157441,2123,8721,,,,,0,157031,2119
"2020-07-27","MI","A+",6405,6154,5,251,,,670,0,,195,1613316,29233,,,1613316,,113,87173,78507,512,0,,,,,110576,57502,,0,1700489,29745,208729,,,,,0,1723892,30180
"2020-07-27","MN","A",1616,1576,2,40,4961,4961,257,41,1458,126,918923,12702,,,,,,51803,51803,650,0,,,,,,45198,970726,13352,970726,13352,,,,,,0,,0
"2020-07-27","MO","B",1201,,4,,,,1057,0,,,598854,13830,,56042,780858,,159,43050,43050,1123,0,,,2027,,47812,,,0,830014,23261,,,58069,,641904,14953,830014,23261
"2020-07-27","MP","D",2,,0,,4,4,,0,,,11719,419,,,,,,40,40,0,0,,,,,,29,,0,11759,419,,,,,11759,421,12745,0
"2020-07-27","MS","A+",1501,1464,6,37,4032,4032,1179,50,,304,374640,3851,,,,,166,52957,52286,653,0,95,,,,,35071,,0,427597,4504,15922,,,,,0,426926,5693
"2020-07-27","MT","C",47,,1,,201,201,61,2,,,155274,6301,,,,,,3381,3381,39,0,,,,,,2090,,0,158655,6340,,,,,,0,158655,6340
"2020-07-27","NC","A+",1790,1790,5,,,,1169,0,,352,1521138,20466,,,,,,114338,114338,1625,0,,,,,,92302,,0,1635476,22091,,,,,,0,1635476,22091
"2020-07-27","ND","C",103,,0,,337,337,43,4,,,142380,1777,6411,,,,,5975,5975,111,0,243,,,,,4829,285314,4241,285314,4241,6654,,,,145403,1843,293263,4405
"2020-07-27","NE","A",316,,0,,1570,1570,109,3,,,234209,3140,,,298461,,,24618,24618,223,0,,,,,30148,18097,,0,329420,3841,,,,,259105,3365,329420,3841
"2020-07-27","NH","B",409,,0,,688,688,20,0,200,,147173,0,,,,,,6436,,0,0,,,,,,5438,,0,222691,2375,26858,,26428,,153609,0,222691,2375
"2020-07-27","NJ","A+",15657,13884,18,1773,21321,21321,695,7,,128,1804029,30103,,,,,54,181885,179812,477,0,,,,,,32275,,0,1985914,30580,,,,,,0,1983841,30552
"2020-07-27","NM","B",619,,5,,2590,2590,159,30,,,509388,7712,,,,,,19502,,460,0,,,,,,7459,,0,528890,8172,,,,,,0,528890,8172
"2020-07-27","NV","A+",739,,5,,,,1112,0,,310,400848,4760,,,,,184,43831,43831,997,0,,,,,,,608138,2544,608138,2544,,,,,443608,5800,575427,9051
"2020-07-27","NY","A",25117,,11,,89995,89995,642,0,,149,5214805,56662,,,,,84,412344,,608,0,,,,,,72766,5627149,57270,5627149,57270,,,,,,0,,0
"2020-07-27","OH","B",3344,3082,37,262,10285,10285,1110,86,2466,356,1258921,16563,,,,,164,85177,80628,1104,0,,,,,94041,59413,,0,1431453,20484,,,,,,0,1431453,20484
"2020-07-27","OK","A+",496,,0,,2872,2872,625,37,,225,535628,0,,,535628,,,32686,32686,1401,0,2071,,,,36489,25252,,0,568314,1401,57683,,,,,0,573185,0
"2020-07-27","OR","A+",289,,3,,1474,1474,233,0,,58,361717,4199,,,566141,,30,16758,15273,266,0,,,,,30457,3541,,0,596598,7227,,,,,365736,0,596598,7227
"2020-07-27","PA","A+",7122,,4,,,,704,0,,,1042424,13648,,,,,98,108264,105228,839,0,,,,,,81198,,0,1150688,14487,,,,,1147652,14475,,0
"2020-07-27","PR","B",201,99,0,102,,,509,0,,66,305972,0,,,303412,,37,5416,5416,180,0,10015,,,,7002,,,0,311388,180,,,,,,0,310546,0
"2020-07-27","RI","A+",1004,,2,,2174,2174,71,28,,8,178103,6299,,,318691,,6,18515,,291,0,,,,,26961,1792,347435,3001,347435,3001,,,,,196618,6590,345652,16096
"2020-07-27","SC","A+",1506,1452,15,54,4827,4827,1668,0,,,576484,9870,48187,,555317,,263,82417,82071,1218,0,3214,,,,103238,29378,,0,658901,11088,51401,,,,,0,658555,11085
"2020-07-27","SD","B",123,,0,,806,806,47,5,,,98383,-148,,,,,,8444,,49,0,,,,,,7404,,0,106827,-99,,,,,106827,-99,,0
"2020-07-27","TN","A",978,943,11,35,4280,4280,1328,36,,,1314963,26047,,,1296839,,,96489,95433,2553,0,,,,,113557,57239,,0,1411452,28600,,,,,,0,1410396,28537
"2020-07-27","TX","A",5713,,675,,,,10893,0,,3281,3768908,11546,,,,,,385923,385923,4267,0,10921,8474,,,593896,229107,,0,4154831,15813,235797,47788,,,,0,4154831,15813
"2020-07-27","UT","A+",281,,7,,2253,2253,225,19,580,83,472163,3717,,,570357,239,,38409,38409,436,0,,454,,427,42648,25321,,0,613005,5629,,1207,,1006,510448,4117,613005,5629
"2020-07-27","VA","A+",2082,1978,4,104,7647,7647,1200,54,,260,953139,9466,,,,,140,86072,82871,1505,0,6668,638,,,101450,10940,1036010,10944,1036010,10944,108500,894,,,,0,,0
"2020-07-27","VI","C",7,7,0,,,,,0,,,8033,42,,,,,,364,,3,0,,,,,,250,,0,8397,45,,,,,8410,38,,0
"2020-07-27","VT","B",56,56,0,,,,13,0,,,87906,830,,,,,,1403,1403,2,0,,,,,,1190,,0,113784,1143,,,,,89309,832,113784,1143
"2020-07-27","WA","B",1501,1501,7,,5374,5374,481,33,,,978773,16323,,,,,42,56001,55882,475,0,,,,,,,1035519,17296,1035519,17296,,,,,919347,15673,,0
"2020-07-27","WI","A+",900,893,1,7,4420,4420,250,26,872,85,823905,6356,,,,,,53281,49417,601,0,,,,,,38633,1169575,14956,1169575,14956,,,,,873322,6946,,0
"2020-07-27","WV","B",106,,3,,,,85,0,,37,259979,4213,,,,,10,6054,5913,94,0,,,,,,4332,,0,266033,4307,13825,,,,,0,265892,4301
"2020-07-27","WY","B",25,,0,,158,158,17,0,,,45823,0,,,75120,,,2520,2072,45,0,,,,,2377,1915,,0,77497,2224,,,,,47745,0,77497,2224
"2020-07-26","AK","A",20,20,0,,135,135,43,3,,,204731,2013,,,,,4,2533,,185,0,,,,,,817,,0,207264,2198,,,,,,0,207264,2198
"2020-07-26","AL","B",1473,1428,17,45,9157,9157,1512,0,1076,,570392,6911,,,,573,,79294,77351,1164,0,,,,,,32510,,0,647743,7948,,,,,647743,7948,,0
"2020-07-26","AR","A+",401,,7,,2542,2542,479,181,,,438644,14429,,,,358,105,38623,38623,1374,0,,,,,,31622,,0,477267,15803,,,,,,0,477267,15803
"2020-07-26","AS","C",0,,0,,,,,0,,,1037,0,,,,,,0,0,0,0,,,,,,,,0,1037,0,,,,,,0,1037,0
"2020-07-26","AZ","A+",3305,2431,19,152,7706,7706,2650,79,,837,705089,7521,,,,,581,162014,137710,1973,0,,,,,,20978,,0,1252779,11726,220444,,,,867103,9494,1252779,11726
"2020-07-26","CA","B",8416,,79,,,,8820,0,,2284,6714480,112525,,,,,,453659,453659,8259,0,,,,,,,,0,7168139,120784,,,,,,0,7168139,120784
"2020-07-26","CO","A",1794,1458,0,336,6268,6268,365,7,,,453452,6845,124565,,,,,44336,41174,547,0,9075,,,,,5182,635575,11224,635575,11224,133640,,,,494626,7391,,0
"2020-07-26","CT","B",4413,3531,0,882,10712,10712,71,0,,,664296,0,,,,,,48776,46806,0,0,,,,,,8516,,0,713072,0,,,,,,0,711102,0
"2020-07-26","DC","A+",581,,0,,,,85,0,,22,159818,2526,,,,,9,11780,,63,0,,,,,,9607,171598,2589,171598,2589,,,,,120259,1246,,0
"2020-07-26","DE","A+",579,509,0,70,,,57,0,,9,155703,2956,,,,,,14290,13294,115,0,,,,,17788,7996,234613,2579,234613,2579,,,,,169993,3071,,0
"2020-07-26","FL","A",5972,5972,78,,24421,24421,8951,335,,,2962648,40782,,334221,3793442,,,417360,,9246,0,,,18780,,531369,,4105191,81480,4105191,81480,,,353026,,3391133,50204,4340661,77484
"2020-07-26","GA","A",3498,,3,,17091,17091,3079,62,3168,,1260992,18340,,,,,,167953,167953,2765,0,13147,,,,153582,,,0,1455060,23372,213487,,,,,0,1455060,23372
"2020-07-26","GU","B",5,,0,,,,1,0,,,19695,0,,,,,,337,329,0,0,2,,,,,244,,0,20032,0,145,,,,,0,19791,0
"2020-07-26","HI","D",26,,0,,161,161,29,5,,,112432,1191,,,,,,1620,,71,0,,,,,1572,1167,139350,2247,139350,2247,,,,,114052,1262,140442,2088
"2020-07-26","IA","A+",827,,1,,,,226,0,,77,408399,3807,,35699,,,29,42200,42200,529,0,,,2700,,,29625,,0,450599,4336,,,38438,,452280,4357,,0
"2020-07-26","ID","A",146,125,2,21,723,723,204,14,217,45,148397,2221,,,,,,17827,16735,563,0,,,,,,5483,,0,165132,2748,,,,,165132,2748,,0
"2020-07-26","IL","A",7590,7398,1,192,,,1394,0,,345,2340143,39303,,,,,119,172666,171424,1541,0,,,,,,,,0,2512809,40844,,,,,,0,2511567,40844
"2020-07-26","IN","A+",2903,2706,8,197,8401,8401,834,221,1758,282,638939,10185,,,,,62,62372,,852,0,,,,,66662,43809,,0,924160,6791,,,,,701311,11037,924160,6791
"2020-07-26","KS","A+",326,,0,,1596,1596,315,0,459,98,252858,0,,,,166,24,25109,,0,0,,,,,,1077,,0,277967,0,,,,,277967,0,,0
"2020-07-26","KY","B",700,696,4,4,3266,3266,595,0,1126,132,514819,0,,,,,,27079,25699,315,0,,,,,,7421,,0,540209,0,42175,,,,,0,540209,0
"2020-07-26","LA","A",3763,3651,48,112,,,1557,0,,,1125690,29698,,,,,184,107574,107574,3840,0,,,,,,61456,,0,1233264,33538,,,,,,0,1233264,33538
"2020-07-26","MA","A+",8529,8310,19,219,11828,11828,364,15,,56,1005122,9507,,,,,30,115637,108380,369,0,,,,,144566,96452,,0,1488394,7350,,,92459,,1113502,9780,1488394,7350
"2020-07-26","MD","A",3440,3309,7,131,12283,12283,540,95,,153,754824,12552,,,,,,83748,83748,694,0,,,,,98314,5434,,0,1091816,22041,,,,,838572,13246,1091816,22041
"2020-07-26","ME","A+",119,118,0,1,381,381,14,2,,10,151504,1921,8279,,149972,,3,3814,3408,24,0,404,,,,4744,3284,,0,155318,1945,8695,,,,,0,154912,1942
"2020-07-26","MI","A+",6400,6149,0,251,,,680,0,,210,1584083,54509,,,1584083,,113,86661,78019,1589,0,,,,,109629,57502,,0,1670744,56098,207540,,,,,0,1693712,56695
"2020-07-26","MN","A",1614,1574,3,40,4920,4920,273,31,1448,115,906221,15816,,,,,,51153,51153,862,0,,,,,,44431,957374,16678,957374,16678,,,,,,0,,0
"2020-07-26","MO","B",1197,,15,,,,1057,0,,,585024,6012,,55456,757625,,159,41927,41927,1218,0,,,2027,,47784,,,0,806753,10787,,,57483,,626951,7230,806753,10787
"2020-07-26","MP","D",2,,0,,4,4,,0,,,11300,0,,,,,,40,40,1,0,,,,,,29,,0,11340,1,,,,,11338,0,12745,0
"2020-07-26","MS","A+",1495,1458,15,37,3982,3982,1172,0,,295,370789,0,,,,,159,52304,51639,1207,0,95,,,,,30315,,0,423093,1207,15740,,,,,0,421233,0
"2020-07-26","MT","C",46,,0,,199,199,62,4,,,148973,1218,,,,,,3342,3342,82,0,,,,,,2079,,0,152315,1300,,,,,,0,152315,1300
"2020-07-26","NC","A+",1785,1785,7,,,,1170,0,,350,1500672,32722,,,,,,112713,112713,1621,0,,,,,,78707,,0,1613385,34343,,,,,,0,1613385,34343
"2020-07-26","ND","C",103,,0,,333,333,42,5,,,140603,2079,6402,,,,,5864,5864,140,0,243,,,,,4752,281073,4524,281073,4524,6645,,,,143560,2190,288858,4725
"2020-07-26","NE","A",316,,0,,1567,1567,103,19,,,231069,2638,,,294864,,,24395,24395,221,0,,,,,29911,18097,,0,325579,3583,,,,,255740,2859,325579,3583
"2020-07-26","NH","B",409,,0,,688,688,20,2,200,,147173,1298,,,,,,6436,,21,0,,,,,,5438,,0,220316,2134,26818,,26428,,153609,1319,220316,2134
"2020-07-26","NJ","A+",15639,13867,12,1772,21314,21314,725,0,,126,1773926,64627,,,,,54,181408,179363,539,0,,,,,,32133,,0,1955334,65166,,,,,,0,1953289,65645
"2020-07-26","NM","B",614,,7,,2560,2560,144,18,,,501676,8039,,,,,,19042,,254,0,,,,,,7349,,0,520718,8293,,,,,,0,520718,8293
"2020-07-26","NV","A+",734,,2,,,,1147,0,,314,396088,7383,,,,,180,42834,42834,1018,0,,,,,,,605594,5465,605594,5465,,,,,437808,8761,566376,13895
"2020-07-26","NY","A",25106,,3,,89995,89995,637,0,,155,5158143,53032,,,,,90,411736,,536,0,,,,,,72716,5569879,53568,5569879,53568,,,,,,0,,0
"2020-07-26","OH","B",3307,3049,10,258,10199,10199,1075,54,2444,357,1242358,31720,,,,,177,84073,79573,889,0,,,,,92790,58465,,0,1410969,25990,,,,,,0,1410969,25990
"2020-07-26","OK","A+",496,,0,,2835,2835,625,67,,225,535628,0,,,535628,,,31285,31285,1204,0,2071,,,,36489,24698,,0,566913,1204,57683,,,,,0,573185,0
"2020-07-26","OR","A+",286,,4,,1474,1474,233,0,,58,357518,7055,,,559356,,30,16492,15273,388,0,,,,,30015,3541,,0,589371,12063,,,,,365736,0,589371,12063
"2020-07-26","PA","A+",7118,,4,,,,707,0,,,1028776,12071,,,,,104,107425,104401,800,0,,,,,,80568,,0,1136201,12871,,,,,1133177,12840,,0
"2020-07-26","PR","B",201,99,0,102,,,496,0,,61,305972,0,,,303412,,34,5236,5236,194,0,9907,,,,7002,,,0,311208,194,,,,,,0,310546,0
"2020-07-26","RI","A+",1002,,0,,2146,2146,66,0,,6,171804,0,,,302963,,5,18224,,0,0,,,,,26593,1769,344434,4371,344434,4371,,,,,190028,0,329556,0
"2020-07-26","SC","A+",1491,1436,26,55,4827,4827,1668,0,,,566614,8132,48039,,545900,,263,81199,80856,1191,0,3183,,,,101570,29378,,0,647813,9323,51222,,,,,0,647470,9314
"2020-07-26","SD","B",123,,1,,801,801,48,3,,,98531,923,,,,,,8395,,90,0,,,,,,7364,,0,106926,1013,,,,,106926,1013,,0
"2020-07-26","TN","A",967,933,3,34,4244,4244,1313,48,,,1288916,47338,,,1271424,,,93936,92943,3140,0,,,,,110435,54730,,0,1382852,50478,,,,,,0,1381859,50431
"2020-07-26","TX","A",5038,,153,,,,10893,0,,3281,3757362,16804,,,,,,381656,381656,5810,0,10751,8384,,,591218,229107,,0,4139018,22614,234534,47065,,,,0,4139018,22614
"2020-07-26","UT","A+",274,,0,,2234,2234,251,21,577,83,468446,3511,,,565198,239,,37973,37973,350,0,,448,,421,42178,24798,,0,607376,4671,,1195,,997,506331,3813,607376,4671
"2020-07-26","VA","A+",2078,1975,3,103,7593,7593,1174,23,,268,943673,16839,,,,,143,84567,81393,958,0,6634,613,,,100785,10882,1025066,17752,1025066,17752,108072,868,,,,0,,0
"2020-07-26","VI","C",7,7,0,,,,,0,,,7991,90,,,,,,361,,9,0,,,,,,238,,0,8352,99,,,,,8372,99,,0
"2020-07-26","VT","B",56,56,0,,,,10,0,,,87076,886,,,,,,1401,1401,4,0,,,,,,1186,,0,112641,1390,,,,,88477,890,112641,1390
"2020-07-26","WA","B",1494,1494,-1,,5341,5341,494,40,,,962450,4623,,,,,51,55526,55408,810,0,,,,,,,1018223,4944,1018223,4944,,,,,903674,19692,,0
"2020-07-26","WI","A+",899,892,1,7,4394,4394,165,26,870,64,817549,9021,,,,,,52680,48827,965,0,,,,,,37971,1154619,16452,1154619,16452,,,,,866376,9978,,0
"2020-07-26","WV","B",103,,0,,,,82,0,,35,255766,4673,,,,,11,5960,5825,139,0,,,,,,4168,,0,261726,4812,13751,,,,,0,261591,4811
"2020-07-26","WY","B",25,,0,,158,158,14,0,,,45823,0,,,72982,,,2475,2029,29,0,,,,,2291,1883,,0,75273,259,,,,,47745,0,75273,259
"2020-07-25","AK","A",20,20,1,,132,132,38,6,,,202718,4406,,,,,2,2348,,88,0,,,,,,815,,0,205066,4494,,,,,,0,205066,4494
"2020-07-25","AL","B",1456,1413,18,43,9157,9157,1499,0,1069,,563481,10502,,,,567,,78130,76314,2125,0,,,,,,32510,,0,639795,12451,,,,,639795,12451,,0
"2020-07-25","AR","A+",394,,0,,2361,2361,497,0,,,424215,0,,,,329,109,37249,37249,0,0,,,,,,29827,,0,461464,0,,,,,,0,461464,0
"2020-07-25","AS","C",0,,0,,,,,0,,,1037,0,,,,,,0,0,0,0,,,,,,,,0,1037,0,,,,,,0,1037,0
"2020-07-25","AZ","A+",3286,2431,144,152,7627,7627,2758,166,,842,697568,17052,,,,,594,160041,137710,3740,0,,,,,,20566,,0,1241053,16169,218559,,,,857609,20792,1241053,16169
"2020-07-25","CA","B",8337,,151,,,,8820,0,,2284,6601955,121413,,,,,,445400,445400,10066,0,,,,,,,,0,7047355,131479,,,,,,0,7047355,131479
"2020-07-25","CO","A",1794,1458,4,336,6261,6261,338,34,,,446607,9843,123881,,,,,43789,40628,809,0,9035,,,,,5158,624351,16281,624351,16281,132916,,,,487235,10649,,0
"2020-07-25","CT","B",4413,3531,0,882,10712,10712,71,0,,,664296,0,,,,,,48776,46806,0,0,,,,,,8516,,0,713072,0,,,,,,0,711102,0
"2020-07-25","DC","A+",581,,0,,,,97,0,,28,157292,3681,,,,,9,11717,,68,0,,,,,,9603,169009,3749,169009,3749,,,,,119013,2198,,0
"2020-07-25","DE","A+",579,509,1,70,,,55,0,,11,152747,2623,,,,,,14175,13179,-27,0,,,,,17693,7961,232034,3115,232034,3115,,,,,166922,2596,,0
"2020-07-25","FL","A",5894,5894,126,,24086,24086,9035,511,,,2921866,47542,,334221,3728507,,,408114,,12045,0,,,18780,,519405,,4023711,102503,4023711,102503,,,353026,,3340929,59842,4263177,96533
"2020-07-25","GA","A",3495,,53,,17029,17029,3094,277,3158,,1242652,21609,,,,,,165188,165188,3787,0,12875,,,,150794,,,0,1431688,30895,211405,,,,,0,1431688,30895
"2020-07-25","GU","B",5,,0,,,,1,0,,,19695,563,,,,,,337,329,0,0,2,,,,,244,,0,20032,563,145,,,,,0,19791,0
"2020-07-25","HI","D",26,,0,,156,156,29,1,,,111241,1440,,,,,,1549,,59,0,,,,,1502,1148,137103,1951,137103,1951,,,,,112790,1499,138354,2346
"2020-07-25","IA","A+",826,,3,,,,220,0,,72,404592,3990,,35600,,,28,41671,41671,400,0,,,2693,,,29477,,0,446263,4390,,,38332,,447923,4424,,0
"2020-07-25","ID","A",144,123,6,21,709,709,204,12,210,45,146176,2719,,,,,,17264,16208,528,0,,,,,,5251,,0,162384,3221,,,,,162384,3221,,0
"2020-07-25","IL","A",7589,7397,12,192,,,1438,0,,341,2300840,36774,,,,,110,171125,169883,1426,0,,,,,,,,0,2471965,38200,,,,,,0,2470723,38200
"2020-07-25","IN","A+",2895,2698,11,197,8180,8180,824,52,1736,281,628754,10603,,,,,63,61520,,922,0,,,,,66239,43535,,0,917369,17350,,,,,690274,11525,917369,17350
